,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
24872,28,1,191342,4,10,2,3,1,4,0,0,0,40,8,0
24876,69,1,180187,9,12,5,7,1,0,1,0,0,6,20,0
24878,20,1,203263,11,8,2,1,3,0,0,0,0,35,0,0
24879,28,3,89564,0,13,0,11,0,0,0,0,0,50,0,0
24881,48,1,336540,2,9,0,3,0,0,0,0,0,40,0,0
24892,63,1,207385,4,10,0,3,0,0,0,0,0,30,0,0
24896,43,1,102114,4,10,2,9,2,1,1,0,0,40,0,0
24906,38,1,229015,0,13,0,0,0,0,0,0,0,50,0,1
24913,19,1,199495,4,10,2,7,3,0,0,0,0,60,0,0
24914,58,1,209438,4,10,3,1,2,1,1,0,0,40,0,0
24926,62,3,198686,2,9,0,1,0,0,0,0,0,40,0,0
24932,29,1,196243,2,9,2,2,1,0,1,0,0,40,0,0
24934,18,1,189487,4,10,2,3,3,0,1,0,0,35,0,0
24935,22,1,194848,2,9,2,10,3,0,0,0,0,40,0,0
24936,30,1,167309,0,13,0,9,0,0,0,0,1902,40,0,1
24937,44,1,192878,0,13,0,2,0,0,0,0,0,40,0,1
24944,37,1,103323,2,9,2,8,1,0,0,0,0,40,0,0
24946,67,1,165082,2,9,2,9,1,0,1,0,0,38,0,0
24964,44,1,106698,2,9,3,1,2,0,1,0,0,40,0,0
24965,38,1,133454,9,12,2,8,1,0,0,0,0,40,0,0
24973,31,1,117028,2,9,0,2,0,0,0,0,0,40,0,0
24978,48,1,148549,0,13,2,0,1,0,0,0,0,50,0,0
24983,40,2,150755,0,13,0,6,0,0,0,99999,0,75,0,1
24991,28,1,31935,4,10,3,9,1,0,1,0,0,40,0,0
25004,34,1,178615,2,9,2,5,1,0,0,0,0,40,0,0
25007,53,1,154891,1,5,0,12,0,0,0,0,0,40,0,0
25008,46,1,165937,5,11,3,2,2,0,0,0,0,40,0,0
25009,23,1,138768,0,13,2,7,3,0,0,2907,0,40,0,0
25014,22,1,496856,4,10,0,0,5,0,1,0,0,40,0,0
25017,66,1,174788,4,10,3,9,1,0,1,0,0,20,0,0
25019,37,1,38948,2,9,0,6,0,0,0,0,0,50,0,1
25021,17,1,122041,3,7,2,8,3,0,0,0,0,20,0,0
25023,46,1,265105,0,13,0,6,0,0,0,0,0,50,0,1
25032,30,1,214063,4,10,2,10,4,1,0,0,0,72,0,0
25033,37,1,122493,2,9,0,12,0,0,0,0,0,45,0,0
25035,49,0,175622,0,13,0,6,0,0,0,0,0,40,0,1
25036,65,1,153522,2,9,5,1,2,0,1,0,0,17,0,0
25039,33,1,133503,2,9,0,3,0,0,0,0,1977,45,0,1
25042,38,1,188888,0,13,2,0,1,0,0,0,1340,40,0,0
25044,18,1,126154,4,10,2,7,3,0,0,0,0,40,0,0
25052,33,1,314310,2,9,1,3,1,0,0,0,0,20,0,0
25053,61,1,394534,2,9,0,7,0,1,0,0,0,6,0,0
25056,18,1,67793,2,9,2,7,3,0,1,0,0,60,0,0
25060,22,1,154235,4,10,0,7,5,0,1,3781,0,35,0,0
25066,26,1,203492,2,9,3,8,1,0,0,0,0,40,0,0
25079,40,1,192344,0,13,0,9,0,0,0,0,0,40,0,1
25081,35,0,108808,2,9,3,8,1,0,0,0,0,50,0,0
25082,41,1,175674,4,10,0,3,0,0,0,0,0,40,0,1
25101,36,5,107218,4,10,3,3,2,2,0,0,0,55,0,0
25128,24,1,176321,4,10,2,9,2,0,1,0,0,40,0,0
25150,31,1,240441,8,14,2,0,1,0,0,0,1564,40,0,1
25154,35,1,78247,5,11,0,8,0,0,0,0,0,50,0,0
25156,40,0,165108,0,13,0,9,0,0,0,0,0,40,16,0
25157,20,1,406641,4,10,2,9,3,0,1,0,0,35,0,0
25158,55,1,171467,2,9,3,8,2,1,0,0,0,48,0,1
25159,30,1,341187,6,4,4,12,1,0,0,0,0,35,0,0
25171,28,1,130856,7,6,0,8,0,0,0,0,0,36,0,0
25173,59,1,170148,4,10,3,1,2,0,1,0,0,32,0,0
25181,24,1,258700,14,3,2,10,4,1,0,0,0,40,3,0
25182,29,1,34796,2,9,2,0,1,0,0,0,0,40,0,0
25185,28,1,161087,4,10,2,0,1,1,1,0,0,45,1,0
25186,63,1,424591,2,9,0,7,0,0,0,0,0,40,0,0
25189,51,1,316059,4,10,3,0,1,0,1,0,0,36,0,0
25192,26,1,60722,0,13,2,6,3,2,1,0,0,40,0,0
25195,51,1,215404,0,13,0,6,0,3,0,15024,0,40,0,1
25198,23,3,368739,0,13,2,6,1,0,1,0,0,40,0,0
25212,52,4,207841,4,10,0,9,0,0,0,0,0,40,0,0
25218,21,1,197918,2,9,2,12,3,0,0,0,0,40,0,0
25229,38,1,179314,2,9,0,5,0,0,0,0,0,40,0,0
25234,25,1,385646,2,9,2,10,3,0,0,0,0,40,0,0
25240,25,1,220284,2,9,2,12,2,0,0,0,0,40,3,0
25247,23,1,33423,4,10,2,3,1,0,1,0,0,30,0,0
25249,36,1,185744,4,10,0,0,5,0,1,0,0,35,0,1
25252,24,1,111450,2,9,2,12,2,1,0,0,0,40,0,0
25253,39,1,115289,4,10,3,3,3,0,0,0,1380,70,0,0
25256,58,1,272902,0,13,5,0,2,0,1,0,0,40,0,0
25260,46,1,364548,0,13,3,3,1,0,0,8614,0,40,0,1
25262,34,1,195602,9,12,0,8,0,0,0,0,0,44,0,0
25263,40,1,70761,9,12,2,4,1,1,0,0,0,40,0,0
25270,78,1,74795,9,12,5,7,1,0,1,0,0,4,0,0
25275,50,5,201689,6,4,0,8,0,0,0,0,1977,63,2,1
25283,56,1,143266,4,10,0,0,0,0,0,0,0,40,0,1
25284,47,1,139268,2,9,0,4,0,0,0,0,0,40,0,0
25285,29,1,126208,2,9,0,2,0,1,0,0,0,40,0,0
25290,51,0,124963,13,15,3,6,1,0,0,0,0,80,0,1
25293,40,1,388725,4,10,3,0,1,0,0,0,0,40,0,0
25302,53,1,97005,2,9,0,8,0,0,0,0,0,46,0,1
25303,90,1,175444,6,4,4,7,1,0,1,0,0,15,0,0
25304,39,1,337898,0,13,3,0,1,0,0,0,0,55,0,0
25311,29,1,82242,13,15,2,6,2,0,0,27828,0,45,29,1
25319,60,1,139586,5,11,5,0,2,2,1,0,0,40,0,1
25325,18,1,54440,4,10,2,1,3,0,0,0,0,30,0,0
25330,44,1,185057,8,14,2,6,1,0,1,0,0,35,0,0
25334,18,1,236069,7,6,2,1,3,1,0,0,0,10,0,0
25337,54,1,145419,2,9,0,3,0,0,0,0,1672,50,0,0
25340,26,1,359543,0,13,2,9,3,0,1,0,0,40,3,0
25348,46,1,35969,0,13,0,0,0,0,0,0,0,51,0,0
25351,55,1,189528,14,3,0,8,0,0,0,0,0,50,0,0
25355,46,4,199925,0,13,3,6,1,0,0,0,0,40,0,0
25361,35,1,180686,2,9,0,8,0,0,0,3137,0,40,0,0
25377,40,2,153489,2,9,0,1,4,0,0,3137,0,40,0,0
25384,22,1,148294,3,7,2,8,3,0,0,0,0,35,0,0
25387,21,1,102766,4,10,3,8,3,0,0,0,0,40,0,0
25391,31,0,33117,8,14,2,6,1,0,0,0,0,45,16,0
25392,57,2,199546,8,14,3,1,2,1,1,0,0,40,0,0
25404,59,1,102193,2,9,0,12,0,0,0,0,0,45,0,0
25412,47,1,316101,2,9,3,9,1,0,1,0,0,40,0,0
25428,22,1,34443,2,9,2,10,1,0,0,0,0,25,0,0
25442,52,2,378045,2,9,3,9,1,0,1,0,0,45,0,0
25451,30,1,176871,4,10,4,9,2,1,1,0,0,40,0,0
25452,45,1,100651,2,9,3,1,1,0,0,0,1980,40,0,0
25454,54,2,196307,7,6,0,9,0,0,0,0,0,40,0,0
25460,34,1,27494,2,9,3,8,1,3,0,0,0,48,0,1
25463,41,1,96635,2,9,2,0,1,2,0,0,0,60,0,0
25467,31,1,209538,7,6,0,2,0,0,0,0,0,40,0,0
25477,43,1,403276,2,9,0,8,0,0,0,0,0,40,0,0
25479,53,1,123092,2,9,5,2,1,0,1,0,0,40,0,0
25481,68,5,182131,4,10,0,0,0,0,0,10605,0,20,0,1
25485,20,1,228649,2,9,2,1,3,0,0,0,0,40,0,0
25491,68,3,202699,8,14,0,6,0,0,0,0,2377,42,2,1
25493,32,1,93930,2,9,3,2,1,0,0,0,0,40,0,0
25495,30,1,427474,1,5,0,1,0,0,0,0,0,40,3,0
25504,52,1,135607,4,10,5,1,2,1,1,0,0,40,2,0
25505,28,1,168514,9,12,0,0,5,0,1,0,0,40,0,0
25507,28,1,227104,4,10,3,3,1,0,0,0,0,30,0,0
25528,54,5,196328,0,13,0,3,0,1,0,0,0,40,1,0
25532,43,1,245056,2,9,0,9,0,1,0,0,0,40,0,1
25565,34,3,20057,4,10,1,9,2,2,1,0,0,38,15,0
25567,25,1,132683,2,9,2,14,1,0,1,0,0,50,0,0
25572,31,3,78291,0,13,2,6,1,0,1,0,0,40,0,0
25574,21,1,215039,2,9,2,8,3,0,0,0,0,13,2,0
25576,30,1,121142,0,13,2,3,1,0,0,0,0,40,0,1
25581,44,1,174283,0,13,0,3,0,0,0,0,0,50,0,1
25586,33,1,176992,4,10,0,8,0,0,0,0,0,40,0,1
25590,21,3,56582,4,10,2,4,3,0,0,0,0,10,0,0
25593,27,3,312692,0,13,2,4,1,0,0,0,0,12,0,0
25594,28,1,111520,3,7,2,2,2,0,1,0,0,40,23,0
25597,61,0,117387,3,7,0,0,0,0,0,0,0,20,0,0
25599,30,4,319280,4,10,2,8,1,0,0,0,0,40,0,0
25605,61,0,220342,6,4,0,12,0,0,0,0,0,30,0,0
25607,55,1,225365,2,9,5,1,2,0,1,0,0,30,0,0
25608,36,1,187983,0,13,0,6,5,0,1,0,0,40,0,0
25618,45,4,76008,0,13,0,0,0,0,0,0,0,50,0,1
25622,45,1,102771,2,9,0,8,0,0,0,0,1887,40,0,1
25625,34,1,123270,2,9,0,8,0,0,0,0,0,40,0,1
25629,22,1,119592,9,12,2,5,1,1,0,0,2824,40,2,1
25633,56,5,98418,13,15,0,6,0,0,0,99999,0,40,0,1
25635,56,1,147653,2,9,3,9,2,0,1,0,0,32,0,0
25636,35,1,195946,4,10,0,7,0,2,0,0,0,40,15,1
25642,22,1,43535,4,10,0,0,5,0,1,0,0,40,0,0
25646,36,1,52327,8,14,0,6,0,4,0,0,0,40,5,1
25649,37,1,189674,0,13,4,0,2,1,1,0,0,40,0,0
25651,29,1,47429,2,9,0,9,5,0,1,0,0,40,0,1
25655,39,1,114591,4,10,4,6,2,0,1,0,0,40,0,0
25664,47,1,190072,4,10,3,3,2,0,0,0,0,50,0,0
25665,19,1,378114,2,9,0,8,0,0,0,0,0,25,0,0
25676,53,1,147476,2,9,3,0,1,1,1,0,0,40,0,0
25679,25,1,265618,2,9,4,11,3,1,0,0,0,40,0,0
25682,30,1,229051,1,5,0,1,0,0,0,0,0,37,0,0
25687,70,1,195739,7,6,5,8,2,0,0,0,0,45,0,0
25692,39,1,65738,8,14,2,1,1,0,1,0,0,32,0,0
25699,26,1,94477,4,10,0,12,0,0,0,7298,0,55,0,1
25707,53,3,153486,7,6,0,12,0,0,0,0,0,40,0,1
25711,24,1,418405,2,9,0,8,0,0,0,0,0,40,0,0
25713,32,1,183304,5,11,0,12,0,0,0,0,0,99,0,1
25714,34,1,329587,7,6,4,1,1,0,1,0,0,35,0,0
25731,73,0,241121,6,4,0,10,0,0,0,0,0,40,0,0
25732,64,1,98586,15,16,0,6,0,0,0,0,0,60,0,1
25733,26,1,181920,0,13,0,6,5,0,1,0,0,45,0,1
25734,23,1,434467,2,9,2,3,1,0,0,0,0,48,0,0
25735,30,1,113364,2,9,2,2,4,0,0,0,0,40,26,0
25745,41,5,146659,4,10,3,2,1,0,1,0,0,40,37,0
25754,20,1,107746,3,7,2,12,4,0,0,0,0,40,9,0
25761,20,1,472789,10,2,2,10,1,0,0,0,0,30,7,0
25766,46,2,187749,0,13,0,6,0,2,0,0,0,40,15,1
25773,22,1,305781,2,9,2,3,1,0,0,0,0,45,21,0
25796,46,1,456062,15,16,0,6,0,0,0,0,2415,55,0,1
25804,30,1,113364,4,10,0,5,0,0,0,0,0,40,28,0
25810,47,1,99911,11,8,1,0,1,0,1,0,0,55,0,0
25811,57,2,343447,2,9,3,11,1,0,1,0,0,40,0,0
25818,45,2,235431,2,9,4,1,2,1,1,0,0,40,0,0
25820,45,3,130206,2,9,3,9,4,0,1,0,0,40,0,0
25823,31,1,87418,5,11,0,0,0,0,0,0,0,40,0,0
25830,58,5,78634,3,7,0,12,0,0,0,0,0,60,0,0
25832,46,0,82572,2,9,5,1,4,0,1,0,0,40,0,0
25833,38,1,154641,5,11,0,8,0,0,0,0,0,40,0,0
25845,29,3,301582,4,10,0,11,0,0,0,0,0,40,0,0
25846,75,1,222789,0,13,5,7,1,0,1,0,0,6,0,0
25847,58,1,170108,8,14,0,0,0,0,0,0,0,40,0,1
25852,36,0,67728,0,13,0,3,0,0,0,0,0,50,0,1
25855,47,2,149700,8,14,0,6,0,0,0,15024,0,35,0,1
25856,42,0,109273,4,10,2,8,2,0,0,0,0,40,0,0
25857,43,1,393354,4,10,0,9,5,1,1,0,0,38,0,1
25859,36,3,86805,4,10,0,0,5,0,1,7298,0,39,0,1
25862,48,0,353012,2,9,0,8,0,0,0,0,1902,40,0,1
25864,29,1,209472,2,9,0,2,0,0,0,0,0,38,0,0
25870,41,1,43945,6,4,0,8,0,0,0,0,0,40,2,0
25871,64,0,253296,2,9,5,1,4,0,1,0,0,40,0,0
25872,23,1,240137,14,3,2,5,1,0,0,0,0,55,3,0
25873,49,1,24712,0,13,2,1,1,2,1,0,0,35,15,0
25895,43,1,169031,2,9,0,2,0,0,0,0,0,40,0,0
25896,42,1,54611,4,10,3,10,1,0,0,0,0,40,0,0
25899,50,1,169646,0,13,4,6,2,2,1,0,0,40,15,0
25921,54,1,146310,2,9,0,12,0,0,0,0,0,50,0,0
25924,46,5,256909,2,9,1,10,1,0,0,3325,0,45,0,0
25932,69,1,197080,2,9,5,9,2,0,0,0,0,8,0,0
25939,18,1,184016,2,9,0,14,1,0,1,3103,0,40,0,0
25951,21,1,170456,9,12,2,5,3,0,0,0,0,15,0,0
25957,30,1,46712,2,9,3,1,1,0,1,0,0,40,0,0
25958,57,3,19520,15,16,3,6,2,0,1,0,0,50,0,0
25960,27,1,159897,2,9,2,0,1,1,1,0,0,37,0,0
25961,38,1,136629,0,13,0,2,0,0,0,0,0,40,5,0
25974,35,1,171327,2,9,0,8,0,0,0,0,0,40,0,0
25975,42,1,297335,9,12,1,0,2,2,1,0,0,31,41,0
25980,50,1,257117,1,5,0,7,0,0,0,0,0,50,0,0
25982,31,1,137444,2,9,0,2,0,0,0,0,0,40,0,1
25986,44,2,212665,4,10,0,11,0,1,0,0,0,99,0,0
25992,56,1,213105,2,9,0,3,0,0,0,0,0,36,0,1
25996,64,1,125684,2,9,0,8,0,0,0,0,0,40,0,0
26004,56,1,220187,4,10,0,4,0,0,0,0,0,45,0,1
26006,27,1,175821,2,9,0,9,5,0,1,0,0,34,0,0
26013,22,0,197387,2,9,2,10,3,0,0,0,0,40,0,0
26022,44,1,113324,2,9,0,8,0,0,0,0,0,40,0,0
26030,50,1,116933,2,9,3,3,1,0,1,0,0,33,0,0
26036,38,0,127772,2,9,3,10,3,0,0,0,0,50,0,0
26039,33,1,40681,9,12,2,9,1,0,1,0,0,40,0,0
26048,30,1,270886,4,10,2,1,3,0,1,0,0,40,0,0
26056,25,1,53147,0,13,2,0,3,1,0,0,0,50,0,0
26066,38,1,183585,2,9,2,6,1,0,1,0,0,40,0,0
26069,40,1,284303,4,10,0,0,5,0,1,7688,0,40,0,1
26072,24,1,180931,0,13,0,3,0,1,0,0,0,30,0,0
26074,47,5,120131,0,13,0,0,0,0,0,0,0,50,4,1
26078,19,1,208506,4,10,2,0,3,0,1,0,0,28,0,0
26083,71,5,38822,8,14,0,0,0,0,0,99999,0,40,0,1
26085,32,1,273241,0,13,0,0,5,0,1,0,0,40,0,1
26102,24,1,114230,2,9,2,3,4,0,0,0,0,40,0,0
26105,51,1,124963,0,13,0,3,0,0,0,0,0,40,0,1
26109,41,1,139907,5,11,4,8,1,0,0,0,0,30,0,0
26113,61,5,171831,2,9,0,0,0,0,0,2829,0,45,0,0
26115,42,2,97277,8,14,3,6,2,0,1,0,0,40,0,0
26122,47,1,119939,2,9,0,8,0,0,0,0,0,40,0,1
26124,43,3,101383,2,9,0,8,0,0,0,0,0,40,0,1
26126,31,1,176831,7,6,3,3,4,0,1,0,0,40,0,0
26129,46,2,200947,0,13,0,11,0,0,0,0,0,40,0,1
26131,43,1,119721,0,13,0,0,0,0,0,0,0,40,0,0
26137,20,1,25139,4,10,2,7,3,0,1,0,0,40,0,0
26145,25,1,192321,9,12,2,7,3,0,1,0,0,80,0,0
26149,40,1,174395,2,9,0,8,0,0,0,0,0,40,0,0
26164,29,1,274010,4,10,2,6,1,0,0,0,0,45,0,0
26166,57,4,313929,4,10,0,6,0,3,0,0,0,40,0,0
26167,41,1,394669,0,13,2,6,1,0,1,0,1741,40,0,0
26174,64,0,47462,4,10,2,6,1,0,1,0,0,35,0,0
26177,62,1,311495,4,10,3,0,1,0,1,0,0,40,0,0
26178,44,1,236746,8,14,3,0,1,0,0,10520,0,45,0,1
26187,63,1,200474,10,2,3,12,1,0,0,0,0,40,0,0
26189,17,1,230789,1,5,2,3,3,1,0,0,0,22,0,0
26190,45,5,311231,13,15,0,6,0,0,0,0,1485,50,0,1
26192,35,1,194591,4,10,0,4,0,0,0,0,0,40,0,0
26202,46,1,251474,0,13,0,0,0,0,0,0,0,60,0,1
26206,53,1,151411,0,13,0,6,0,0,0,0,0,45,0,1
26210,39,1,356838,2,9,2,10,3,0,0,0,0,12,0,0
26211,46,1,216164,2,9,0,5,0,0,0,0,0,40,0,0
26219,42,3,219682,8,14,3,0,1,0,0,0,0,45,0,0
26237,52,1,273514,2,9,4,8,1,0,0,0,0,40,0,0
26244,19,1,195282,2,9,2,7,3,1,1,0,0,20,0,0
26252,28,1,55360,4,10,2,3,1,1,0,0,0,50,0,0
26258,44,0,185057,0,13,3,0,1,0,1,3325,0,40,0,0
26261,34,1,73161,2,9,0,3,0,0,0,0,0,40,0,1
26270,41,1,70645,8,14,5,6,1,0,1,4650,0,55,0,0
26272,19,1,175081,1,5,2,8,4,0,0,0,0,60,0,0
26273,29,1,180299,4,10,0,12,0,0,0,0,0,35,0,0
26279,25,1,232991,14,3,0,2,0,4,0,0,0,40,3,0
26283,50,1,178596,2,9,3,8,2,0,0,0,1408,50,0,0
26284,37,1,329026,2,9,0,9,5,0,1,0,0,40,0,1
26286,50,1,338033,4,10,2,1,1,0,0,0,0,32,0,0
26296,68,1,286869,6,4,5,7,1,0,1,0,1668,40,2,0
26299,18,1,201871,11,8,2,1,3,0,0,0,0,20,0,0
26300,50,0,167728,15,16,0,6,0,0,0,0,0,60,0,1
26302,42,1,118212,1,5,0,12,0,0,0,0,0,40,0,0
26305,27,1,207352,0,13,0,4,0,2,0,0,0,40,8,1
26317,35,1,241306,5,11,0,4,0,0,0,0,0,40,0,1
26318,53,1,139127,2,9,3,1,1,0,1,0,0,40,0,0
26329,29,1,242482,2,9,2,1,1,0,0,0,0,32,0,0
26331,27,1,280699,4,10,2,7,2,0,1,0,0,40,0,0
26337,45,2,334039,4,10,0,0,0,0,0,0,0,40,0,1
26342,36,1,214807,2,9,3,5,2,0,1,0,0,37,0,0
26344,23,1,100345,0,13,2,3,3,0,0,0,0,20,0,0
26356,34,1,99872,8,14,0,0,0,2,0,3103,0,40,8,1
26358,63,1,43313,7,6,0,8,0,0,0,0,0,40,0,0
26360,51,5,351278,0,13,3,10,2,0,0,0,0,50,0,0
26387,43,0,350387,2,9,0,8,0,0,0,0,0,60,0,0
26392,33,1,131934,2,9,3,0,1,0,1,0,0,45,0,0
26395,35,1,261012,4,10,1,9,1,1,1,0,0,40,0,0
26400,39,1,80638,4,10,0,1,0,2,0,0,0,84,0,1
26403,25,1,200318,2,9,0,12,0,0,0,0,0,60,0,0
26407,59,5,133201,14,3,0,10,0,0,0,0,0,40,20,0
26409,41,1,99870,0,13,0,3,0,0,0,0,0,55,0,0
26410,38,1,107479,1,5,2,7,3,0,1,0,0,12,0,0
26420,43,1,191982,5,11,2,9,3,0,1,0,0,55,0,0
26421,21,1,72953,4,10,2,7,3,0,0,0,0,40,0,0
26425,22,1,29444,11,8,2,10,1,3,0,0,0,50,0,0
26433,20,1,447488,1,5,2,1,2,0,0,0,0,30,3,0
26436,32,1,227931,0,13,2,0,1,0,1,0,0,40,0,0
26437,34,1,252646,4,10,0,6,0,0,0,7298,0,50,0,1
26440,32,1,132601,13,15,0,6,0,0,0,0,0,40,0,1
26456,36,1,343476,2,9,3,8,1,0,0,0,0,30,0,0
26457,41,5,93227,0,13,0,0,0,2,0,0,1977,60,11,1
26460,32,1,178623,2,9,2,1,1,1,1,0,0,40,2,0
26464,59,1,61885,11,8,3,12,4,1,0,0,0,35,0,0
26469,19,1,216804,6,4,2,1,3,0,0,0,0,33,0,0
26472,39,1,234901,9,12,4,9,2,0,0,0,0,40,0,0
26476,35,1,193961,0,13,0,6,0,2,0,0,0,40,15,1
26483,49,1,107682,4,10,3,9,1,0,1,0,0,38,0,0
26486,51,5,195638,4,10,4,3,1,0,1,0,0,40,0,0
26488,31,0,162442,0,13,0,0,5,0,1,0,0,40,0,1
26490,39,1,344743,4,10,0,9,3,1,1,0,0,50,0,1
26491,35,1,112077,2,9,0,5,0,0,0,5013,0,40,0,0
26493,51,1,137815,4,10,0,9,0,0,0,7298,0,40,0,1
26494,31,1,309620,8,14,0,6,0,2,0,0,0,6,31,0
26496,26,1,206600,3,7,2,1,4,0,0,0,0,30,3,0
26497,25,1,193051,0,13,0,4,0,0,0,0,0,35,0,0
26507,19,1,95078,2,9,2,9,3,0,1,0,0,15,0,0
26508,25,1,169679,2,9,0,12,0,0,0,0,0,40,0,0
26510,34,1,168906,9,12,3,9,3,0,1,0,0,35,0,0
26515,41,1,104892,4,10,0,9,0,0,0,2829,0,40,0,0
26516,43,1,175224,2,9,0,1,0,0,0,0,0,60,23,0
26521,28,1,191935,9,12,2,3,3,0,0,0,0,20,0,0
26525,17,1,72321,3,7,2,1,4,0,1,0,0,12,0,0
26526,41,2,189956,0,13,0,6,5,1,1,0,0,40,0,1
26528,47,1,456661,6,4,0,8,0,0,0,0,0,40,3,0
26540,42,1,138662,4,10,4,9,3,0,1,0,0,40,0,0
26545,32,5,124919,0,13,0,1,0,2,0,0,0,50,5,1
26548,43,1,326379,2,9,3,8,1,0,0,0,0,40,0,0
26550,31,1,243142,2,9,3,2,2,0,1,0,0,40,0,0
26554,35,1,206951,4,10,0,3,0,0,0,0,0,40,0,1
26558,44,3,166597,8,14,0,9,0,0,0,0,0,40,0,1
26565,29,0,169662,2,9,0,8,0,0,0,0,0,40,0,0
26576,42,1,247695,2,9,0,2,0,0,0,0,0,45,0,1
26583,49,1,213431,2,9,4,6,2,1,1,0,0,40,0,0
26595,38,1,165930,2,9,0,8,0,0,0,0,0,40,0,0
26603,36,1,226013,2,9,0,2,0,1,0,5178,0,40,0,1
26605,62,1,202242,2,9,0,2,0,0,0,0,0,48,0,0
26606,54,1,175262,12,1,0,8,0,2,0,0,0,40,17,0
26609,18,5,147612,2,9,2,10,3,0,1,0,0,8,0,0
26610,41,2,213154,4,10,0,9,5,1,1,0,0,40,0,0
26616,44,1,261497,2,9,0,5,0,1,0,0,0,40,2,0
26617,33,0,361817,2,9,4,8,2,0,0,0,0,50,0,0
26619,27,1,100168,6,4,0,1,5,0,1,0,0,40,0,0
26623,26,1,39092,4,10,0,0,0,0,0,4064,0,50,0,0
26624,45,1,48271,4,10,0,9,5,0,1,0,0,40,0,1
26632,32,1,159442,13,15,2,3,1,0,1,13550,0,50,0,1
26635,53,4,290290,4,10,3,9,1,0,0,0,0,45,0,0
26640,17,1,98005,3,7,2,3,3,0,1,0,0,16,0,0
26651,19,1,204389,2,9,2,9,3,4,1,0,0,25,30,0
26657,27,1,189702,6,4,0,8,0,0,0,0,0,40,0,0
26660,24,0,34918,5,11,2,1,2,0,1,0,0,38,0,0
26661,27,1,142712,8,14,2,4,1,0,0,0,0,40,2,0
26667,59,0,119344,7,6,0,0,5,0,1,0,0,36,0,0
26672,30,1,206325,3,7,0,8,0,0,0,0,0,45,0,0
26677,60,1,139391,4,10,1,2,1,0,0,0,0,50,0,1
26678,53,2,124094,2,9,0,8,0,0,0,5013,0,35,0,0
26684,36,2,224947,0,13,2,6,2,0,0,0,0,40,0,0
26686,25,1,125491,4,10,2,1,1,2,1,0,0,34,0,0
26687,34,1,310525,2,9,0,7,0,1,0,0,0,10,0,0
26688,19,1,71592,4,10,2,7,3,2,1,0,0,40,0,0
26691,51,1,206775,4,10,0,5,0,0,0,0,0,50,0,0
26692,22,1,230704,9,12,2,5,3,1,0,0,0,20,1,0
26697,49,1,165953,2,9,0,2,0,0,0,0,1902,40,0,0
26705,21,1,34816,5,11,0,9,5,0,1,0,0,12,0,0
26712,70,1,89787,2,9,0,6,0,0,0,0,0,20,0,0
26718,22,1,176321,6,4,2,1,2,0,1,0,0,40,3,0
26727,65,1,113323,0,13,0,0,0,0,0,0,0,40,0,1
26732,51,1,96609,4,10,0,8,0,0,0,0,0,40,0,0
26738,19,1,197714,2,9,2,3,3,0,1,0,0,35,0,0
26740,30,1,186346,0,13,2,0,1,0,1,0,0,50,0,0
26747,23,1,210474,4,10,2,1,3,0,1,0,0,20,0,0
26755,23,1,265356,0,13,2,0,2,0,0,0,0,40,0,0
26759,35,1,126569,2,9,3,8,3,0,0,0,0,20,0,0
26762,23,1,184400,7,6,2,12,3,2,0,0,0,30,2,0
26765,50,2,100480,8,14,0,0,0,0,0,0,0,60,0,1
26769,54,1,153486,2,9,3,12,1,0,0,0,0,56,0,1
26771,22,1,206974,0,13,2,3,1,0,1,0,0,40,0,0
26775,62,1,197514,2,9,0,3,5,0,1,0,0,16,0,0
26776,19,1,309284,4,10,2,7,1,0,0,0,0,40,0,0
26801,41,1,178002,2,9,0,9,5,0,1,0,0,40,0,1
26803,53,2,192982,8,14,0,9,0,0,0,0,0,38,0,1
26812,26,1,120238,0,13,2,3,4,0,0,0,0,40,0,0
26813,26,1,189219,9,12,2,9,1,0,1,0,0,8,0,0
26814,35,3,190895,2,9,0,8,0,0,0,0,0,40,0,0
26825,49,0,43348,15,16,2,6,1,0,0,99999,0,70,0,1
26832,51,1,205884,4,10,0,4,5,0,1,0,0,40,0,1
26836,39,1,136081,2,9,0,2,0,0,0,0,2051,40,0,0
26842,35,1,46028,9,12,3,1,2,0,1,0,0,50,0,0
26843,47,1,239865,2,9,0,8,0,0,0,0,1977,45,0,1
26846,36,1,32334,5,11,0,0,5,0,1,0,0,50,0,1
26853,46,1,33109,2,9,3,8,1,0,0,0,1741,40,0,0
26856,23,1,353010,3,7,2,8,2,0,0,0,0,35,0,0
26858,66,1,262285,0,13,0,6,0,0,0,0,0,99,0,0
26860,52,1,156953,2,9,0,5,0,0,0,0,0,40,0,1
26866,28,1,222005,2,9,2,7,4,0,1,0,0,40,3,0
26889,53,1,386773,2,9,0,8,0,0,0,7298,0,40,0,1
26903,54,1,103345,5,11,0,0,0,0,0,0,0,40,0,1
26906,46,1,149388,0,13,0,8,0,0,0,0,0,40,0,1
26910,23,1,160951,2,9,2,8,3,1,0,2597,0,40,0,0
26912,32,5,103078,0,13,0,3,0,0,0,0,0,40,0,0
26913,25,2,109526,2,9,0,8,0,0,0,0,0,38,0,0
26916,22,1,190916,4,10,2,4,3,0,1,0,0,40,0,0
26921,19,1,143857,4,10,2,3,3,0,1,0,0,35,0,0
